Koordinatensystem : Lambert konform konisch
Rechtswert        : 4210500 Meter
Hochwert          : 2861500 Meter
Hoehenlage        : 32 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4210500 2861500  1  8 23   0.4 1008 212  1.6 0  3.4  88    0    0 197 -325  1
4210500 2861500  1  8 24   0.8 1008 249  2.5 3  3.5  87    0    0 213 -325  1
4210500 2861500  1  9  1   2.3 1008 242  3.4 7  3.6  84    0    0 262 -324  1
4210500 2861500  1  9  2   1.8 1008 246  2.8 8  3.6  83    0    0 296 -320  1
4210500 2861500  1  9  3   1.5 1008 240  2.7 7  3.6  84    0    0 294 -317  1
4210500 2861500  1  9  4   1.9 1008 243  2.2 7  3.6  83    0    0 288 -316  1
4210500 2861500  1  9  5   1.9 1008 249  2.3 7  3.6  83    0    0 289 -316  1
4210500 2861500  1  9  6   2.0 1008 242  2.5 8  3.7  85    0    0 294 -316  1
4210500 2861500  1  9  7   2.2 1008 233  3.1 7  3.8  87    0    0 294 -316  1
4210500 2861500  1  9  8   2.8 1008 234  3.8 7  3.9  86    0    0 291 -316  1
4210500 2861500  1  9  9   3.3 1008 240  3.9 8  4.0  84    1    8 296 -316  1
4210500 2861500  1  9 10   3.1 1008 234  3.8 8  4.0  83   11   40 300 -316  1
4210500 2861500  1  9 11   3.6 1009 233  4.0 7  4.0  83    1   57 296 -319  1
4210500 2861500  1  9 12   3.8 1009 245  4.7 7  4.1  83    0   52 291 -324  1
4210500 2861500  1  9 13   4.3 1009 243  4.4 7  4.2  83    0   61 292 -329  1
4210500 2861500  1  9 14   4.7 1009 259  4.7 7  4.3  82    0   49 293 -331  1
4210500 2861500  1  9 15   4.8 1009 243  5.0 7  4.4  82    0   40 294 -332  1
4210500 2861500  1  9 16   4.9 1009 247  5.4 7  4.5  83    0   12 294 -331  1
4210500 2861500  1  9 17   4.7 1009 243  5.0 7  4.5  83    0    0 294 -328  1
4210500 2861500  1  9 18   4.8 1009 241  5.0 7  4.4  83    0    0 293 -327  1
4210500 2861500  1  9 19   5.0 1009 248  4.4 7  4.4  81    0    0 292 -326  1
4210500 2861500  1  9 20   5.0 1009 256  5.3 7  4.3  79    0    0 291 -325  1
4210500 2861500  1  9 21   4.7 1009 236  5.1 7  4.2  78    0    0 290 -325  1
4210500 2861500  1  9 22   4.5 1010 237  4.5 8  4.1  77    0    0 292 -324  1
4210500 2861500  1  9 23   4.2 1010 235  4.7 8  4.0  77    0    0 294 -322  1
4210500 2861500  1  9 24   4.1 1010 249  4.7 7  4.1  79    0    0 289 -321  1
4210500 2861500  1 10  1   3.8 1010 256  4.2 8  4.1  81    0    0 288 -322  1
4210500 2861500  1 10  2   3.8 1010 261  4.7 8  4.1  81    0    0 290 -322  1
4210500 2861500  1 10  3   3.7 1010 253  4.1 8  4.1  82    0    0 290 -323  1
4210500 2861500  1 10  4   3.5 1010 262  3.6 8  4.1  82    0    0 290 -322  1
4210500 2861500  1 10  5   3.3 1010 269  3.6 8  4.1  84    0    0 289 -321  1
4210500 2861500  1 10  6   2.9 1010 252  3.5 8  4.1  85    0    0 288 -320  1
4210500 2861500  1 10  7   2.9 1011 280  2.7 8  4.1  88    0    0 287 -318  1
4210500 2861500  1 10  8   2.5 1011 254  2.6 7  4.1  88    0    0 281 -317  1
4210500 2861500  1 10  9   2.0 1011 251  2.5 7  4.0  89    0    9 273 -316  1
4210500 2861500  1 10 10   2.3 1012 264  1.7 7  4.0  90   21   55 273 -316  1
4210500 2861500  1 10 11   2.9 1012 285  1.4 7  4.1  89   17   94 273 -318  1
4210500 2861500  1 10 12   3.6 1012 271  1.4 7  4.2  87   18  116 275 -321  1
4210500 2861500  1 10 13   3.9 1012 216  1.8 6  4.2  84   12  116 271 -323  1
4210500 2861500  1 10 14   4.2 1013 270  1.4 6  4.1  81   11  105 265 -325  1
4210500 2861500  1 10 15   4.1 1013 248  1.1 7  4.1  79    3   64 271 -325  1
4210500 2861500  1 10 16   3.9 1013 330  1.0 7  4.0  80    0   15 277 -323  1
4210500 2861500  1 10 17   3.6 1013 312  1.5 7  4.1  82    0    0 276 -319  1
4210500 2861500  1 10 18   3.6 1013  42  1.2 7  4.1  83    0    0 275 -316  1
4210500 2861500  1 10 19   3.5 1013  48  0.7 7  4.1  83    0    0 275 -316  1
4210500 2861500  1 10 20   3.3 1013  44  1.7 7  4.0  83    0    0 275 -317  1
4210500 2861500  1 10 21   2.8 1013  56  1.6 8  3.9  82    0    0 282 -317  1
4210500 2861500  1 10 22   2.5 1014  47  2.9 7  3.8  82    0    0 281 -316  1
4210500 2861500  1 10 23   2.2 1014  51  2.6 7  3.7  82    0    0 275 -316  1
4210500 2861500  1 10 24   2.0 1014  44  2.8 7  3.6  83    0    0 277 -316  1
4210500 2861500  1 11  1   1.4 1015  51  3.1 7  3.5  83    0    0 276 -316  1
4210500 2861500  1 11  2   1.5 1015  40  2.9 8  3.4  80    0    0 281 -316  1
4210500 2861500  1 11  3   1.0 1015  40  2.1 8  3.2  78    0    0 288 -316  1
4210500 2861500  1 11  4   0.0 1016  17  2.5 7  3.1  80    0    0 282 -316  1
4210500 2861500  1 11  5  -0.7 1016  25  2.2 5  3.0  83    0    0 264 -316  1
4210500 2861500  1 11  6  -1.2 1016  14  1.6 2  3.0  85    0    0 237 -316  1
4210500 2861500  1 11  7  -1.7 1017  21  2.4 2  2.9  86    0    0 221 -316  1
4210500 2861500  1 11  8  -2.2 1017 355  1.7 1  2.8  86    0    0 216 -317  1
4210500 2861500  1 11  9  -4.1 1018 296  1.4 1  2.6  87    3    9 207 -318  1
4210500 2861500  1 11 10  -2.7 1019 298  1.9 1  2.6  89   65   31 206 -319  1
4210500 2861500  1 11 11  -0.8 1019 255  2.2 1  2.9  88  141   40 209 -320  1
4210500 2861500  1 11 12   0.3 1020 319  2.8 1  2.9  79  190   43 212 -322  1
4210500 2861500  1 11 13   1.2 1020 328  3.3 1  2.8  70  190   51 214 -323  1
4210500 2861500  1 11 14   2.0 1020 324  3.2 1  2.7  64  132   65 216 -321  1
4210500 2861500  1 11 15   1.8 1020 276  3.8 1  2.7  62   86   53 217 -318  1
4210500 2861500  1 11 16   1.4 1020 268  3.8 0  2.7  65   14   29 211 -316  1
4210500 2861500  1 11 17   0.2 1020 281  3.6 0  2.8  70    0    0 203 -315  1
4210500 2861500  1 11 18  -0.6 1020 257  3.6 0  2.8  75    0    0 201 -311  1
4210500 2861500  1 11 19  -1.8 1020 270  4.1 1  2.7  78    0    0 203 -308  1
4210500 2861500  1 11 20  -1.4 1020 268  4.3 1  2.7  80    0    0 206 -308  1
4210500 2861500  1 11 21  -1.4 1020 269  4.5 2  2.7  79    0    0 211 -307  1
4210500 2861500  1 11 22  -1.0 1020 276  4.6 5  2.7  78    0    0 232 -307  1
4210500 2861500  1 11 23  -1.3 1020 281  3.8 5  2.7  77    0    0 247 -306  1
4210500 2861500  1 11 24  -1.4 1020 271  3.5 4  2.7  80    0    0 242 -304  1
4210500 2861500  1 12  1  -1.3 1020 290  3.4 1  2.8  82    0    0 221 -302  1
4210500 2861500  1 12  2  -1.9 1021 277  2.7 0  2.8  82    0    0 199 -300  1
4210500 2861500  1 12  3  -1.6 1021 288  2.8 0  2.7  83    0    0 194 -299  1
4210500 2861500  1 12  4  -2.0 1021 287  3.2 3  2.8  85    0    0 209 -298  1
4210500 2861500  1 12  5  -1.1 1022 280  2.3 5  3.0  88    0    0 238 -298  1
4210500 2861500  1 12  6  -0.9 1022 299  2.7 7  3.3  93    0    0 264 -298  1
4210500 2861500  1 12  7  -0.5 1022 313  3.2 8  3.4  94    0    0 282 -297  1
4210500 2861500  1 12  8  -1.0 1022 306  2.6 8  3.3  94    0    0 287 -297  1
4210500 2861500  1 12  9  -0.9 1023 292  2.0 8  3.3  95    0    5 286 -297  1
4210500 2861500  1 12 10  -0.8 1024 333  1.8 8  3.3  95   15   26 287 -298  1
4210500 2861500  1 12 11  -0.5 1024 308  1.8 7  3.4  94   10   55 284 -302  1
4210500 2861500  1 12 12  -0.1 1025 286  2.6 7  3.4  92    0   63 280 -307  1
4210500 2861500  1 12 13   0.1 1025 314  3.0 7  3.3  89    0   60 281 -311  1
4210500 2861500  1 12 14   0.0 1025 318  3.0 7  3.3  88    0   50 281 -313  1
4210500 2861500  1 12 15   0.0 1025 315  3.3 7  3.2  87    0   34 282 -314  1
4210500 2861500  1 12 16   0.0 1026 310  2.9 7  3.2  85    0    8 283 -314  1
4210500 2861500  1 12 17   0.1 1026 316  2.3 7  3.2  86    0    0 283 -314  1
4210500 2861500  1 12 18  -0.3 1026 293  1.7 7  3.3  88    0    0 283 -313  1
4210500 2861500  1 12 19  -0.4 1027 304  2.1 6  3.3  89    0    0 275 -312  1
4210500 2861500  1 12 20  -0.9 1027 315  1.7 5  3.2  91    0    0 263 -312  1
4210500 2861500  1 12 21  -2.1 1028 324  1.1 2  3.1  92    0    0 237 -312  1
4210500 2861500  1 12 22  -1.5 1028 268  1.7 4  3.0  91    0    0 231 -311  1
4210500 2861500  1 12 23  -1.4 1029 312  1.5 5  3.1  91    0    0 249 -311  1
4210500 2861500  1 12 24  -3.0 1029 303  1.6 7  3.0  95    0    0 264 -310  1
4210500 2861500  1 13  1  -3.7 1030 295  1.7 5  2.8  97    0    0 259 -308  1
4210500 2861500  1 13  2  -4.1 1030 290  1.6 7  2.7  95    0    0 258 -306  1
4210500 2861500  1 13  3  -4.0 1030 300  1.1 7  2.6  93    0    0 266 -306  1
4210500 2861500  1 13  4  -4.4 1030 336  1.1 7  2.6  95    0    0 265 -305  1
4210500 2861500  1 13  5  -4.7 1031 256  1.0 7  2.6  97    0    0 262 -301  1
4210500 2861500  1 13  6  -5.0 1031 274  1.4 7  2.5  98    0    0 260 -298  1
4210500 2861500  1 13  7  -4.9 1031 275  1.9 8  2.5  97    0    0 263 -296  1
4210500 2861500  1 13  8  -4.0 1031 269  1.7 8  2.5  95    0    0 269 -295  1
4210500 2861500  1 13  9  -3.3 1032 280  2.6 7  2.7  94    0    6 265 -293  1
4210500 2861500  1 13 10  -2.9 1032 303  2.6 8  2.8  95    3   48 268 -294  1
4210500 2861500  1 13 11  -2.4 1033 302  2.5 8  2.9  96    0   55 278 -297  1
4210500 2861500  1 13 12  -2.2 1033 292  2.0 7  3.0  95    0   49 277 -302  1
4210500 2861500  1 13 13  -1.9 1033 297  1.9 7  3.1  96    0   49 274 -306  1
4210500 2861500  1 13 14  -2.0 1033 283  2.2 8  3.1  96    0   32 279 -308  1
4210500 2861500  1 13 15  -2.0 1033 306  2.0 8  3.1  95    0   20 283 -308  1
4210500 2861500  1 13 16  -2.1 1033 280  2.0 8  3.0  95    0    6 281 -306  1
4210500 2861500  1 13 17  -1.9 1033 264  2.5 7  3.1  96    0    0 274 -301  1
4210500 2861500  1 13 18  -1.9 1033 280  2.4 8  3.1  96    0    0 273 -296  1
4210500 2861500  1 13 19  -1.8 1034 286  2.3 7  3.1  96    0    0 273 -293  1
4210500 2861500  1 13 20  -1.7 1034 270  2.5 7  3.1  95    0    0 268 -292  1
4210500 2861500  1 13 21  -1.6 1034 265  2.2 7  3.1  96    0    0 270 -291  1
4210500 2861500  1 13 22  -1.6 1034 270  2.3 8  3.2  96    0    0 277 -291  1
4210500 2861500  1 13 23  -1.6 1034 263  2.6 7  3.2  96    0    0 280 -290  1
4210500 2861500  1 13 24  -1.7 1034 267  2.4 7  3.1  95    0    0 276 -289  1
4210500 2861500  1 14  1  -2.0 1034 273  2.2 7  3.1  96    0    0 275 -289  1
4210500 2861500  1 14  2  -2.0 1034 266  2.7 7  3.1  97    0    0 274 -288  1
4210500 2861500  1 14  3  -2.2 1034 251  2.3 7  3.0  96    0    0 274 -287  1
4210500 2861500  1 14  4  -2.3 1034 257  2.3 7  3.0  95    0    0 274 -287  1
4210500 2861500  1 14  5  -2.4 1034 265  2.5 7  3.0  95    0    0 272 -287  1
4210500 2861500  1 14  6  -2.7 1033 267  1.7 7  2.9  95    0    0 271 -287  1
4210500 2861500  1 14  7  -2.6 1033 280  2.1 8  2.9  96    0    0 274 -287  1
4210500 2861500  1 14  8  -2.9 1033 252  2.1 8  2.9  95    0    0 278 -286  1
4210500 2861500  1 14  9  -3.1 1033 277  2.1 8  2.8  94    0    2 278 -286  1
4210500 2861500  1 14 10  -3.3 1034 301  1.4 8  2.8  94    0   33 278 -287  1
4210500 2861500  1 14 11  -3.2 1034 271  1.1 8  2.8  94    0   49 276 -292  1
4210500 2861500  1 14 12  -2.7 1034 225  1.4 8  2.8  94    0   48 271 -299  1
4210500 2861500  1 14 13  -2.4 1034 226  1.0 8  2.9  93    0   54 268 -304  1
4210500 2861500  1 14 14  -2.2 1034 257  1.1 8  2.9  92    0   42 264 -308  1
4210500 2861500  1 14 15  -2.1 1034 292  1.3 7  2.9  91    0   42 259 -308  1
4210500 2861500  1 14 16  -1.9 1034 313  1.3 7  2.9  90    0   13 252 -306  1
4210500 2861500  1 14 17  -1.6 1034  17  1.1 8  2.9  88    0    0 251 -302  1
4210500 2861500  1 14 18  -1.8 1034 125  1.2 8  2.9  89    0    0 250 -297  1
4210500 2861500  1 14 19  -1.8 1034 105  1.1 7  2.9  89    0    0 243 -295  1
4210500 2861500  1 14 20  -1.6 1034 135  1.5 7  2.9  88    0    0 236 -293  1
4210500 2861500  1 14 21  -1.6 1034  21  0.9 8  2.8  86    0    0 237 -291  1
4210500 2861500  1 14 22  -1.8 1034 145  1.8 7  2.8  86    0    0 236 -291  1
4210500 2861500  1 14 23  -1.7 1034  88  1.9 7  2.9  88    0    0 235 -290  1
4210500 2861500  1 14 24  -2.1 1034  82  1.6 8  2.8  88    0    0 237 -289  1
4210500 2861500  1 15  1  -2.7 1034  98  2.0 7  2.8  91    0    0 237 -288  1
4210500 2861500  1 15  2  -2.8 1034 122  1.8 7  2.8  94    0    0 234 -287  1
4210500 2861500  1 15  3  -3.1 1033 101  1.6 6  2.8  95    0    0 232 -286  1
4210500 2861500  1 15  4  -3.0 1033 120  2.3 7  2.9  96    0    0 239 -285  1
4210500 2861500  1 15  5  -3.0 1033  82  1.9 7  2.9  97    0    0 251 -285  1
4210500 2861500  1 15  6  -3.2 1032  91  2.3 7  2.9  97    0    0 252 -284  1
4210500 2861500  1 15  7  -3.1 1032 103  2.1 7  2.9  97    0    0 251 -283  1
4210500 2861500  1 15  8  -3.5 1032 117  2.1 8  2.8  97    0    0 254 -283  1
4210500 2861500  1 15  9  -3.0 1032  91  2.1 8  2.9  97    0    4 259 -282  1
4210500 2861500  1 15 10  -2.6 1032 104  2.0 7  2.9  95    4   41 257 -284  1
4210500 2861500  1 15 11  -2.4 1032 111  2.0 6  2.9  94   19   78 252 -290  1
4210500 2861500  1 15 12  -1.7 1032  96  2.0 6  2.9  92    6   92 251 -297  1
4210500 2861500  1 15 13  -1.3 1031 120  2.7 6  2.9  88    6  100 251 -303  1
4210500 2861500  1 15 14  -0.8 1031 109  2.7 6  3.0  86   12   94 250 -307  1
4210500 2861500  1 15 15   0.1 1030 110  3.3 5  3.0  83   31   69 248 -308  1
4210500 2861500  1 15 16   0.3 1030 102  3.5 7  3.0  79    0   16 256 -306  1
4210500 2861500  1 15 17   0.0 1030 109  3.9 8  3.0  79    0    0 268 -300  1
4210500 2861500  1 15 18   0.1 1029 119  4.0 8  2.9  78    0    0 270 -296  1
4210500 2861500  1 15 19   0.1 1029 128  3.9 8  2.9  78    0    0 269 -294  1
4210500 2861500  1 15 20   0.0 1029 127  3.8 8  3.0  80    0    0 269 -293  1
4210500 2861500  1 15 21  -0.2 1029 135  3.7 7  3.0  80    0    0 268 -292  1
4210500 2861500  1 15 22  -0.9 1029 126  3.4 2  3.0  82    0    0 247 -291  1
4210500 2861500  1 15 23  -1.9 1029 112  2.5 1  3.0  88    0    0 223 -290  1
4210500 2861500  1 15 24  -2.4 1029  94  2.5 1  2.9  91    0    0 217 -289  1
4210500 2861500  1 16  1  -2.4 1029  89  3.1 0  2.8  89    0    0 211 -289  1
4210500 2861500  1 16  2  -2.9 1028  85  2.2 0  2.7  88    0    0 206 -288  1
4210500 2861500  1 16  3  -3.1 1028  79  2.1 0  2.7  90    0    0 205 -287  1
4210500 2861500  1 16  4  -3.2 1028 111  3.0 0  2.7  91    0    0 204 -286  1
4210500 2861500  1 16  5  -3.2 1028 106  2.0 0  2.6  90    0    0 205 -286  1
4210500 2861500  1 16  6  -3.5 1027  75  2.0 0  2.6  89    0    0 206 -286  1
4210500 2861500  1 16  7  -3.7 1027  95  2.7 0  2.6  90    0    0 205 -285  1
4210500 2861500  1 16  8  -4.3 1027  91  2.8 0  2.6  93    0    0 204 -285  1
4210500 2861500  1 16  9  -3.7 1027  73  2.0 0  2.6  93    3   10 204 -285  1
4210500 2861500  1 16 10  -2.5 1027 108  3.3 0  2.7  91   58   45 206 -286  1
4210500 2861500  1 16 11  -1.3 1027 120  3.6 0  2.8  86  126   65 207 -290  1
4210500 2861500  1 16 12  -0.3 1027 123  3.6 1  2.9  81  172   74 214 -296  1
4210500 2861500  1 16 13   0.8 1026 131  3.8 1  2.8  74  180   77 220 -301  1
4210500 2861500  1 16 14   1.4 1026 129  3.6 1  2.7  66  136   82 222 -304  1
4210500 2861500  1 16 15   1.5 1025 108  3.4 0  2.5  60   89   68 218 -304  1
4210500 2861500  1 16 16   0.9 1025  93  3.5 1  2.6  63   19   39 217 -302  1
4210500 2861500  1 16 17   0.0 1025  90  2.8 2  2.8  71    0    3 226 -298  1
4210500 2861500  1 16 18  -0.6 1024  97  2.1 1  2.8  77    0    0 225 -294  1
4210500 2861500  1 16 19  -1.1 1024 106  3.2 0  2.8  79    0    0 214 -292  1
4210500 2861500  1 16 20  -1.1 1024 106  2.7 0  2.7  79    0    0 209 -290  1
4210500 2861500  1 16 21  -1.6 1024 112  2.8 0  2.7  79    0    0 209 -289  1
4210500 2861500  1 16 22  -2.0 1024 124  3.3 0  2.7  81    0    0 207 -288  1
4210500 2861500  1 16 23  -2.4 1024 122  2.7 0  2.6  82    0    0 206 -287  1
4210500 2861500  1 16 24  -3.2 1024 115  2.4 0  2.5  83    0    0 205 -286  1
4210500 2861500  1 17  1  -3.7 1024 107  2.5 0  2.5  85    0    0 203 -285  1
4210500 2861500  1 17  2  -3.7 1024 108  2.2 0  2.4  85    0    0 202 -284  1
4210500 2861500  1 17  3  -4.1 1023 105  2.4 0  2.4  87    0    0 201 -284  1
4210500 2861500  1 17  4  -4.4 1023 100  3.3 1  2.4  88    0    0 206 -284  1
4210500 2861500  1 17  5  -4.3 1023 107  2.7 0  2.4  87    0    0 205 -283  1
4210500 2861500  1 17  6  -5.1 1022  87  2.7 0  2.3  87    0    0 199 -283  1
4210500 2861500  1 17  7  -4.9 1022  95  3.4 0  2.3  88    0    0 197 -283  1
4210500 2861500  1 17  8  -5.0 1022  98  2.7 0  2.2  86    0    0 197 -283  1
4210500 2861500  1 17  9  -5.2 1022  90  2.7 0  2.2  85    2   11 197 -284  1
4210500 2861500  1 17 10  -4.5 1022 100  3.8 1  2.2  83   44   51 201 -285  1
4210500 2861500  1 17 11  -4.2 1022  98  2.8 3  2.3  83   37   97 217 -289  1
4210500 2861500  1 17 12  -2.2 1022 114  3.6 3  2.4  81   85  116 230 -294  1
4210500 2861500  1 17 13  -0.9 1021 126  3.9 0  2.5  75  163   98 218 -299  1
4210500 2861500  1 17 14  -0.3 1021 116  3.8 0  2.6  71  122   99 206 -302  1
4210500 2861500  1 17 15  -0.1 1020 126  3.8 0  2.6  70   85   78 207 -303  1
4210500 2861500  1 17 16  -0.2 1020 121  3.6 0  2.6  71   19   43 208 -301  1
4210500 2861500  1 17 17  -0.5 1020 104  3.5 0  2.6  72    0    4 208 -298  1
4210500 2861500  1 17 18  -0.9 1020 112  3.4 0  2.7  75    0    0 208 -296  1
4210500 2861500  1 17 19  -1.7 1020 119  3.9 0  2.7  79    0    0 207 -296  1
4210500 2861500  1 17 20  -2.1 1020 114  3.3 0  2.7  82    0    0 206 -295  1
4210500 2861500  1 17 21  -1.9 1020 131  3.3 0  2.7  82    0    0 207 -295  1
4210500 2861500  1 17 22  -2.6 1020 129  3.9 0  2.6  82    0    0 206 -297  1
4210500 2861500  1 17 23  -3.0 1020 134  3.0 0  2.5  83    0    0 204 -299  1
4210500 2861500  1 17 24  -3.5 1021 118  2.8 0  2.5  84    0    0 202 -301  1
4210500 2861500  1 18  1  -3.9 1021 141  3.1 0  2.5  87    0    0 199 -302  1
4210500 2861500  1 18  2  -4.0 1021 106  3.1 0  2.5  89    0    0 199 -303  1
4210500 2861500  1 18  3  -4.5 1021 120  2.7 0  2.5  90    0    0 199 -304  1
4210500 2861500  1 18  4  -4.6 1021 129  3.5 0  2.4  90    0    0 200 -303  1
4210500 2861500  1 18  5  -4.5 1020 125  3.0 0  2.3  87    0    0 199 -302  1
4210500 2861500  1 18  6  -4.8 1021 108  3.0 0  2.3  86    0    0 199 -304  1
4210500 2861500  1 18  7  -5.2 1021 119  3.6 1  2.3  87    0    0 204 -305  1
4210500 2861500  1 18  8  -5.4 1021 118  3.2 1  2.2  88    0    0 208 -306  1
4210500 2861500  1 18  9  -5.1 1021 129  2.9 1  2.3  89    3   12 210 -306  1
4210500 2861500  1 18 10  -3.8 1022 130  3.7 1  2.3  87   47   59 214 -307  1
4210500 2861500  1 18 11  -3.0 1022 128  3.5 1  2.4  83  102   96 218 -310  1
4210500 2861500  1 18 12  -1.9 1022 117  3.7 2  2.5  81  133  118 226 -313  1
4210500 2861500  1 18 13  -0.7 1021 136  3.5 4  2.6  77  140  123 244 -315  1
4210500 2861500  1 18 14  -0.3 1021 131  4.1 5  2.7  76   98  120 259 -317  1
4210500 2861500  1 18 15   0.2 1021 114  3.9 4  2.8  74   69   92 260 -318  1
4210500 2861500  1 18 16  -0.2 1021 106  3.5 6  2.7  72   15   47 264 -318  1
4210500 2861500  1 18 17  -0.9 1021  91  3.4 7  2.7  75    0    3 276 -316  1
4210500 2861500  1 18 18  -1.1 1021  91  3.5 7  2.8  80    0    0 279 -316  1
4210500 2861500  1 18 19  -1.1 1021  93  3.7 7  2.9  82    0    0 279 -316  1
4210500 2861500  1 18 20  -0.9 1021 104  3.1 7  2.9  83    0    0 278 -315  1
4210500 2861500  1 18 21  -1.0 1021 100  2.9 7  2.9  82    0    0 278 -313  1
4210500 2861500  1 18 22  -1.1 1021  93  3.4 7  2.9  84    0    0 278 -312  1
4210500 2861500  1 18 23  -1.1 1021  86  2.6 7  2.9  85    0    0 277 -312  1
4210500 2861500  1 18 24  -1.3 1021  89  3.2 7  2.9  84    0    0 277 -312  1
4210500 2861500  1 19  1  -1.2 1020  94  3.3 8  2.9  84    0    0 282 -312  1
4210500 2861500  1 19  2  -1.4 1020 102  2.7 8  2.9  86    0    0 287 -312  1
4210500 2861500  1 19  3  -1.1 1020 109  2.7 8  2.9  85    0    0 287 -311  1
4210500 2861500  1 19  4  -0.9 1020 110  2.5 8  2.9  83    0    0 286 -311  1
4210500 2861500  1 19  5  -1.0 1020 113  2.5 8  2.9  82    0    0 286 -311  1
4210500 2861500  1 19  6  -1.0 1019 105  2.5 8  2.9  83    0    0 286 -312  1
4210500 2861500  1 19  7  -1.0 1020 108  2.7 8  2.9  83    0    0 286 -313  1
4210500 2861500  1 19  8  -0.8 1020 119  2.6 8  2.9  82    0    0 286 -312  1
4210500 2861500  1 19  9  -0.8 1020 120  2.8 8  2.9  82    0    1 286 -311  1
4210500 2861500  1 19 10  -0.7 1020 119  2.9 8  2.9  82    0   26 286 -311  1
4210500 2861500  1 19 11  -0.6 1020 118  2.7 8  2.9  81    0   26 285 -312  1
4210500 2861500  1 19 12  -0.4 1021 113  2.7 8  2.9  80    0   42 285 -314  1
4210500 2861500  1 19 13  -0.4 1021 111  2.2 8  2.9  79    0   73 285 -315  1
4210500 2861500  1 19 14  -0.3 1021  98  2.4 8  2.9  79    0   90 285 -318  1
4210500 2861500  1 19 15   0.1 1020  97  2.6 5  2.9  78   15  106 270 -319  1
4210500 2861500  1 19 16  -0.3 1021  90  2.7 5  2.9  78    8   54 254 -317  1
4210500 2861500  1 19 17  -0.9 1021  93  2.6 4  2.9  80    0    5 246 -316  1
4210500 2861500  1 19 18  -1.7 1021  98  2.4 3  2.8  82    0    0 233 -314  1
4210500 2861500  1 19 19  -2.3 1021  85  2.3 1  2.7  84    0    0 215 -311  1
4210500 2861500  1 19 20  -2.4 1021  93  2.7 1  2.7  85    0    0 205 -309  1
4210500 2861500  1 19 21  -2.9 1022 114  2.0 1  2.6  85    0    0 205 -307  1
4210500 2861500  1 19 22  -2.8 1022 105  1.9 2  2.6  84    0    0 210 -305  1
4210500 2861500  1 19 23  -3.5 1022 118  0.9 1  2.5  85    0    0 209 -303  1
4210500 2861500  1 19 24  -3.8 1022 118  1.8 0  2.5  87    0    0 197 -302  1
4210500 2861500  1 20  1  -3.9 1022 123  1.9 0  2.5  89    0    0 191 -301  1
4210500 2861500  1 20  2  -4.4 1022 127  1.2 0  2.5  90    0    0 191 -299  1
4210500 2861500  1 20  3  -4.6 1022  88  0.9 1  2.4  91    0    0 194 -298  1
4210500 2861500  1 20  4  -4.8 1022  91  1.2 4  2.4  91    0    0 213 -297  1
4210500 2861500  1 20  5  -4.5 1022 105  1.1 5  2.4  91    0    0 231 -296  1
4210500 2861500  1 20  6  -3.8 1022 105  1.6 5  2.5  91    0    0 236 -295  1
4210500 2861500  1 20  7  -3.7 1022 114  1.8 6  2.6  90    0    0 241 -295  1
4210500 2861500  1 20  8  -3.3 1022 104  2.2 7  2.6  90    0    0 252 -294  1
4210500 2861500  1 20  9  -3.0 1022 111  2.6 7  2.6  89    0   10 258 -294  1
4210500 2861500  1 20 10  -2.0 1023 119  3.3 7  2.7  87    8   61 259 -295  1
4210500 2861500  1 20 11  -1.1 1023 115  3.1 7  2.8  85    2   80 262 -299  1
4210500 2861500  1 20 12  -0.7 1023 122  3.4 7  2.9  83    0   95 263 -305  1
4210500 2861500  1 20 13   0.2 1023 118  3.4 7  3.0  82    4  118 264 -309  1
